location_code,year,who_tb_deaths_rate_per_100k,who_tb_deaths_rate_per_100k_low,who_tb_deaths_rate_per_100k_high,who_tb_treatment_coverage_percent,who_tb_treatment_coverage_percent_low,who_tb_treatment_coverage_percent_high,who_tb_new_relapse_cases,who_tb_new_relapse_cases_low,who_tb_new_relapse_cases_high,who_tb_deaths_excluding_hiv_count,who_tb_deaths_excluding_hiv_count_low,who_tb_deaths_excluding_hiv_count_high,who_tb_incident_hiv_positive_count,who_tb_incident_hiv_positive_count_low,who_tb_incident_hiv_positive_count_high,who_tb_incident_hiv_positive_per_100k,who_tb_incident_hiv_positive_per_100k_low,who_tb_incident_hiv_positive_per_100k_high,who_tb_treatment_success_previously_treated_percent,who_tb_treatment_success_previously_treated_percent_low,who_tb_treatment_success_previously_treated_percent_high,who_tb_mdr_treatment_success_percent,who_tb_mdr_treatment_success_percent_low,who_tb_mdr_treatment_success_percent_high,who_tb_smear_positive_treatment_success_percent,who_tb_smear_positive_treatment_success_percent_low,who_tb_smear_positive_treatment_success_percent_high,who_tb_hiv_status_known_percent,who_tb_hiv_status_known_percent_low,who_tb_hiv_status_known_percent_high,who_tb_hiv_positive_percent,who_tb_hiv_positive_percent_low,who_tb_hiv_positive_percent_high,who_tb_notified_cases_count,who_tb_notified_cases_count_low,who_tb_notified_cases_count_high,who_tb_hiv_positive_on_art_percent,who_tb_hiv_positive_on_art_percent_low,who_tb_hiv_positive_on_art_percent_high,who_tb_smear_positive_case_detection_percent,who_tb_smear_positive_case_detection_percent_low,who_tb_smear_positive_case_detection_percent_high,who_tb_mdr_rr_incident_count,who_tb_mdr_rr_incident_count_low,who_tb_mdr_rr_incident_count_high,who_tb_mdr_treatment_started_count,who_tb_mdr_treatment_started_count_low,who_tb_mdr_treatment_started_count_high,who_tb_new_cases_rr_mdr_tested_percent,who_tb_new_cases_rr_mdr_tested_percent_low,who_tb_new_cases_rr_mdr_tested_percent_high,who_tb_previously_treated_rr_mdr_tested_percent,who_tb_previously_treated_rr_mdr_tested_percent_low,who_tb_previously_treated_rr_mdr_tested_percent_high,date,location,source
AUS,1996,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,1997,,,,,,,,,,,,,,,,,,,71.0,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,1998,,,,,,,,,,,,,,,,,,,81.0,,,,,,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,1999,,,,,,,,,,,,,,,,,,,83.0,,,,,,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2000,0.28,0.28,0.28,80.0,66.0,98.0,1043.0,,,53.0,53.0,53.0,120.0,44.0,220.0,0.56,0.22,1.1,82.0,,,,,,72.0,,,,,,,,,,,,,,,87.0,77.0,100.0,,,,,,,,,,,,,2000-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2001,0.44,0.43,0.44,80.0,67.0,99.0,980.0,,,84.0,84.0,85.0,100.0,38.0,190.0,0.48,0.18,0.92,50.0,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2002,0.33,0.33,0.34,81.0,67.0,99.0,1013.0,,,66.0,65.0,66.0,94.0,35.0,180.0,0.45,0.17,0.86,71.0,,,40.0,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2003,0.26,0.26,0.26,81.0,67.0,99.0,949.0,,,52.0,52.0,52.0,78.0,29.0,150.0,0.37,0.14,0.71,86.0,,,67.0,,,80.0,,,20.0,,,6.3,,,949.0,,,100.0,,,,,,,,,,,,,,,,,,2003-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2004,0.31,0.31,0.31,81.0,67.0,100.0,1071.0,,,62.0,62.0,63.0,77.0,28.0,150.0,0.36,0.14,0.7,,,,50.0,,,,,,20.0,,,11.0,,,1082.0,,,,,,,,,,,,,,,,,,,,,2004-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2005,0.3,0.3,0.3,81.0,68.0,100.0,1046.0,,,61.0,61.0,62.0,63.0,23.0,120.0,0.29,0.11,0.56,72.0,,,,,,80.0,,,42.0,,,4.9,,,1073.0,,,,,,,,,,,,,,,,,,,,,2005-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2006,0.29,0.28,0.29,82.0,68.0,100.0,1163.0,,,59.0,59.0,60.0,58.0,21.0,110.0,0.26,0.1,0.51,88.0,,,74.0,,,85.0,,,35.0,,,3.5,,,1203.0,,,6.7,,,,,,,,,,,,,,,,,,2006-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2007,0.25,0.24,0.25,82.0,68.0,100.0,1120.0,,,51.0,51.0,52.0,46.0,17.0,91.0,0.21,0.08,0.41,76.0,,,,,,85.0,,,51.0,,,3.5,,,1133.0,,,50.0,,,,,,,,,,,,,,,,,,2007-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2008,0.3,0.3,0.3,82.0,68.0,100.0,1215.0,,,63.0,63.0,64.0,47.0,17.0,93.0,0.21,0.08,0.41,66.0,,,73.0,,,80.0,,,36.0,,,3.9,,,1227.0,,,59.0,,,87.0,77.0,100.0,,,,19.0,,,,,,,,,2008-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2009,0.26,0.26,0.26,83.0,69.0,100.0,1294.0,,,56.0,56.0,57.0,49.0,18.0,97.0,0.21,0.08,0.42,66.0,,,71.0,,,80.0,,,49.0,,,3.5,,,1314.0,,,,,,,,,,,,26.0,,,,,,,,,2009-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2010,0.25,0.25,0.25,83.0,69.0,100.0,1257.0,,,55.0,54.0,55.0,47.0,17.0,93.0,0.2,0.07,0.4,69.0,,,56.0,,,80.0,,,54.0,,,3.5,,,1281.0,,,,,,,,,,,,36.0,,,100.0,,,74.0,,,2010-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2011,0.25,0.25,0.25,84.0,70.0,100.0,1239.0,,,55.0,55.0,55.0,44.0,16.0,87.0,0.19,0.07,0.37,66.0,,,42.0,,,77.0,,,59.0,,,2.5,,,1268.0,,,,,,,,,,,,26.0,,,99.0,,,55.0,,,2011-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2012,0.15,0.15,0.15,85.0,70.0,100.0,1305.0,,,35.0,35.0,35.0,18.0,9.0,30.0,0.08,0.04,0.12,57.0,,,75.0,,,,,,77.0,,,1.2,,,1325.0,,,,,,,,,,,,16.0,,,100.0,,,70.0,,,2012-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2013,0.22,0.22,0.22,86.0,71.0,110.0,1250.0,,,51.0,51.0,52.0,38.0,24.0,54.0,0.16,0.1,0.23,83.0,,,86.0,,,,,,80.0,,,2.6,,,1256.0,,,,,,,,,,,,22.0,,,100.0,,,72.0,,,2013-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2014,0.2,0.2,0.2,87.0,72.0,110.0,1330.0,,,46.0,46.0,47.0,24.0,14.0,38.0,0.1,0.06,0.16,0.0,,,61.0,,,,,,80.0,,,1.6,,,1343.0,,,,,,,,,,,,23.0,,,100.0,,,79.0,,,2014-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2015,0.21,0.21,0.22,87.0,72.0,110.0,1254.0,,,51.0,51.0,52.0,31.0,19.0,46.0,0.13,0.08,0.19,,,,75.0,,,,,,79.0,,,2.1,,,,,,,,,,,,43.0,33.0,54.0,32.0,,,100.0,,,63.0,,,2015-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2016,0.2,0.2,0.2,87.0,73.0,110.0,1376.0,,,49.0,49.0,50.0,29.0,17.0,43.0,0.12,0.07,0.18,,,,81.0,,,,,,83.0,,,1.8,,,,,,,,,,,,47.0,36.0,58.0,29.0,,,100.0,,,71.0,,,2016-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2017,0.2,0.2,0.2,88.0,73.0,110.0,1434.0,,,50.0,49.0,50.0,34.0,21.0,49.0,0.14,0.09,0.2,,,,83.0,,,,,,88.0,,,2.1,,,,,,,,,,,,48.0,37.0,60.0,23.0,,,100.0,,,57.0,,,2017-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2018,0.22,0.22,0.22,87.0,73.0,110.0,1438.0,,,56.0,55.0,56.0,30.0,18.0,45.0,0.12,0.07,0.18,82.0,,,89.0,,,,,,88.0,,,1.8,,,,,,,,,,,,48.0,37.0,60.0,32.0,,,93.0,,,95.0,,,2018-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2019,0.18,0.18,0.18,87.0,72.0,110.0,1502.0,,,46.0,45.0,46.0,25.0,14.0,38.0,0.1,0.06,0.15,,,,86.0,,,,,,83.0,,,1.4,,,,,,,,,,,,50.0,38.0,62.0,29.0,,,92.0,,,84.0,,,2019-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2020,0.13,0.13,0.13,87.0,72.0,110.0,1611.0,,,34.0,33.0,34.0,24.0,14.0,38.0,0.1,0.06,0.15,100.0,,,88.0,,,,,,90.0,,,1.3,,,,,,,,,,,,53.0,40.0,67.0,189.0,,,94.0,,,74.0,,,2020-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2021,0.19,0.19,0.19,87.0,72.0,110.0,1468.0,,,49.0,49.0,50.0,19.0,10.0,31.0,0.07,0.04,0.12,0.0,,,55.0,,,,,,89.0,,,1.1,,,,,,,,,,,,48.0,36.0,61.0,21.0,,,83.0,,,71.0,,,2021-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2022,0.13,0.13,0.13,87.0,72.0,110.0,1272.0,,,34.0,34.0,34.0,17.0,9.0,28.0,0.07,0.03,0.11,0.0,,,84.0,,,,,,87.0,,,1.2,,,,,,,,,,,,42.0,30.0,53.0,20.0,,,87.0,,,76.0,,,2022-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2023,0.13,0.13,0.14,87.0,72.0,110.0,1434.0,,,36.0,35.0,36.0,30.0,18.0,45.0,0.11,0.07,0.17,44.0,,,,,,,,,88.0,,,1.8,,,,,,,,,,,,46.0,33.0,60.0,21.0,,,81.0,,,69.0,,,2023-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
AUS,2024,0.13,0.13,0.14,87.0,72.0,110.0,1613.0,,,36.0,36.0,36.0,22.0,12.0,35.0,,,,,,,,,,,,,79.0,,,1.2,,,,,,,,,,,,52.0,36.0,68.0,25.0,,,86.0,,,76.0,,,2024-12-31,Australia,WHO GHO tuberculosis auxiliary indicators
BRA,1994,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,1995,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,1996,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,1997,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,1998,,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,1999,,,,,,,,,,,,,,,,,,,16.0,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2000,4.2,3.7,4.7,92.0,76.0,110.0,77899.0,,,7300.0,6500.0,8200.0,7300.0,2300.0,15000.0,4.4,1.4,9.2,40.0,,,,,,71.0,,,,,,,,,,,,,,,70.0,58.0,87.0,,,,,,,,,,,,,2000-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2001,4.0,3.6,4.5,92.0,76.0,110.0,74466.0,,,7100.0,6400.0,7900.0,6100.0,1900.0,13000.0,3.7,1.2,7.6,23.0,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2002,3.7,3.4,4.1,92.0,76.0,110.0,81436.0,,,6600.0,6000.0,7300.0,6100.0,1900.0,13000.0,3.6,1.1,7.5,60.0,,,57.0,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2003,3.6,3.3,3.9,92.0,76.0,110.0,84060.0,,,6400.0,5900.0,7000.0,6100.0,1900.0,13000.0,3.5,1.1,7.4,64.0,,,60.0,,,77.0,,,51.0,,,18.0,,,88618.0,,,100.0,,,,,,,,,,,,,,,,,,2003-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2004,3.5,3.2,3.8,92.0,76.0,110.0,86881.0,,,6400.0,5900.0,6900.0,6300.0,1900.0,13000.0,3.6,1.1,7.6,49.0,,,58.0,,,76.0,,,41.0,,,15.0,,,91855.0,,,85.0,,,,,,,,,,,,,,,,,,2004-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2005,3.2,3.0,3.4,92.0,76.0,110.0,80675.0,,,5900.0,5600.0,6400.0,6300.0,1900.0,13000.0,3.6,1.1,7.4,48.0,,,,,,76.0,,,59.0,,,16.0,,,87223.0,,,85.0,,,,,,,,,,,,,,,61.0,,,2005-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2006,3.1,3.0,3.3,92.0,76.0,110.0,75647.0,,,5800.0,5500.0,6200.0,6500.0,2000.0,13000.0,3.6,1.1,7.5,47.0,,,59.0,,,73.0,,,42.0,,,21.0,,,83293.0,,,100.0,,,,,,,,,,,,,,,,,,2006-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2007,3.0,2.8,3.1,92.0,76.0,110.0,75424.0,,,5600.0,5400.0,5900.0,7000.0,2200.0,15000.0,3.9,1.2,8.0,51.0,,,44.0,,,72.0,,,48.0,,,20.0,,,80461.0,,,96.0,,,,,,,,,,,,0.8,,,6.5,,,2007-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2008,3.0,2.9,3.1,92.0,76.0,110.0,77281.0,,,5700.0,5500.0,6000.0,7400.0,2300.0,15000.0,4.1,1.3,8.4,50.0,,,50.0,,,71.0,,,52.0,,,19.0,,,81658.0,,,90.0,,,75.0,63.0,91.0,,,,339.0,,,,,,,,,2008-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2009,2.9,2.8,3.1,92.0,76.0,110.0,76348.0,,,5600.0,5400.0,5900.0,7500.0,2400.0,16000.0,4.1,1.3,8.5,42.0,,,49.0,,,72.0,,,56.0,,,18.0,,,85159.0,,,91.0,,,,,,,,,398.0,,,,,,,,,2009-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2010,2.8,2.7,2.9,92.0,76.0,110.0,75196.0,,,5400.0,5200.0,5700.0,14000.0,10000.0,18000.0,7.6,6.6,8.8,46.0,,,64.0,,,74.0,,,62.0,,,17.0,,,81946.0,,,96.0,,,,,,,,,573.0,,,0.1,,,5.8,,,2010-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2011,2.7,2.6,2.8,92.0,76.0,110.0,76246.0,,,5300.0,5100.0,5500.0,14000.0,10000.0,18000.0,7.4,6.4,8.5,49.0,,,56.0,,,76.0,,,66.0,,,17.0,,,84137.0,,,98.0,,,,,,,,,614.0,,,0.1,,,5.2,,,2011-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2012,2.6,2.5,2.7,92.0,76.0,110.0,76492.0,,,5100.0,4900.0,5300.0,14000.0,10000.0,18000.0,7.3,6.3,8.4,36.0,,,51.0,,,,,,67.0,,,17.0,,,82755.0,,,97.0,,,,,,,,,660.0,,,1.6,,,1.7,,,2012-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2013,2.7,2.6,2.7,92.0,76.0,110.0,77401.0,,,5300.0,5100.0,5500.0,13000.0,9800.0,17000.0,6.9,5.9,8.0,38.0,,,52.0,,,,,,72.0,,,16.0,,,83310.0,,,,,,,,,,,,574.0,,,1.6,,,1.7,,,2013-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2014,2.5,2.5,2.6,92.0,76.0,110.0,75963.0,,,5100.0,4900.0,5200.0,13000.0,9500.0,17000.0,6.7,5.7,7.7,39.0,,,52.0,,,,,,76.0,,,15.0,,,81512.0,,,,,,,,,,,,599.0,,,,,,,,,2014-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2015,2.6,2.5,2.7,92.0,76.0,110.0,76301.0,,,5200.0,5100.0,5400.0,11000.0,8100.0,14000.0,5.6,4.8,6.4,38.0,,,60.0,,,,,,79.0,,,13.0,,,,,,35.0,,,,,,2300.0,1100.0,3500.0,819.0,,,40.0,,,35.0,,,2015-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2016,2.5,2.4,2.6,92.0,76.0,110.0,77076.0,,,5100.0,4900.0,5200.0,10000.0,7700.0,14000.0,5.3,4.6,6.1,39.0,,,61.0,,,,,,80.0,,,12.0,,,,,,46.0,,,,,,2300.0,990.0,3700.0,585.0,,,40.0,,,35.0,,,2016-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2017,2.5,2.5,2.6,92.0,76.0,110.0,81159.0,,,5200.0,5000.0,5300.0,11000.0,7900.0,14000.0,5.3,4.6,6.2,39.0,,,57.0,,,,,,82.0,,,12.0,,,,,,55.0,,,,,,2400.0,890.0,4000.0,770.0,,,47.0,,,40.0,,,2017-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2018,2.5,2.4,2.5,92.0,76.0,110.0,85108.0,,,5100.0,4900.0,5200.0,10000.0,7700.0,14000.0,5.1,4.4,6.0,38.0,,,60.0,,,,,,83.0,,,11.0,,,,,,55.0,,,,,,2600.0,780.0,4400.0,997.0,,,46.0,,,56.0,,,2018-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2019,2.5,2.4,2.5,92.0,76.0,110.0,86258.0,,,5100.0,5000.0,5300.0,10000.0,7600.0,13000.0,5.0,4.2,5.7,38.0,,,55.0,,,,,,83.0,,,11.0,,,,,,53.0,,,,,,2600.0,640.0,4600.0,951.0,,,53.0,,,62.0,,,2019-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2020,2.5,2.4,2.5,82.0,69.0,100.0,76582.0,,,5100.0,5000.0,5300.0,10000.0,7500.0,13000.0,4.9,4.2,5.7,35.0,,,50.0,,,,,,83.0,,,11.0,,,,,,54.0,,,,,,2600.0,470.0,4700.0,642.0,,,57.0,,,66.0,,,2020-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2021,2.7,2.6,2.8,82.0,67.0,100.0,79904.0,,,5600.0,5500.0,5800.0,12000.0,8400.0,15000.0,6.6,5.5,7.8,34.0,,,56.0,,,,,,84.0,,,11.0,,,,,,54.0,,,,,,2700.0,320.0,5200.0,637.0,,,59.0,,,68.0,,,2021-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2022,3.9,3.4,4.4,86.0,70.0,110.0,88661.0,,,8100.0,7100.0,9200.0,13000.0,9000.0,16000.0,8.7,7.0,11.0,35.0,,,60.0,,,,,,86.0,,,10.0,,,,,,55.0,,,,,,2900.0,140.0,5700.0,830.0,,,62.0,,,69.0,,,2022-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2023,3.3,2.8,3.9,89.0,72.0,110.0,92226.0,,,7100.0,6000.0,8200.0,13000.0,9100.0,16000.0,9.4,7.5,12.0,35.0,,,,,,,,,87.0,,,11.0,,,,,,58.0,,,,,,3000.0,0.0,6000.0,862.0,,,65.0,,,72.0,,,2023-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
BRA,2024,3.3,2.8,3.9,89.0,72.0,110.0,92863.0,,,7100.0,6000.0,8200.0,13000.0,9200.0,17000.0,,,,,,,,,,,,,86.0,,,14.0,,,,,,59.0,,,,,,3000.0,0.0,6300.0,843.0,,,67.0,,,72.0,,,2024-12-31,Brazil,WHO GHO tuberculosis auxiliary indicators
CHN,1994,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,1995,,,,,,,,,,,,,,,,,,,92.0,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,1996,,,,,,,,,,,,,,,,,,,94.0,,,,,,94.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,1997,,,,,,,,,,,,,,,,,,,,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1997-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,1998,,,,,,,,,,,,,,,,,,,95.0,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1998-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,1999,,,,,,,,,,,,,,,,,,,95.0,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1999-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,2000,8.7,6.7,11.0,33.0,28.0,41.0,454372.0,,,111000.0,85000.0,140000.0,27000.0,8100.0,56000.0,2.1,0.51,4.8,89.0,,,,,,93.0,,,,,,,,,,,,,,,31.0,26.0,39.0,,,,,,,,,,,,,2000-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,2001,8.0,6.4,9.7,35.0,29.0,44.0,470221.0,,,102000.0,82000.0,125000.0,23000.0,6900.0,48000.0,1.8,0.45,4.0,92.0,,,,,,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2001-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,2002,7.3,6.2,8.5,36.0,30.0,44.0,462609.0,,,94000.0,80000.0,110000.0,20000.0,6100.0,43000.0,1.6,0.41,3.5,88.0,,,,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2002-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,2003,6.7,6.1,7.4,49.0,41.0,60.0,615868.0,,,87000.0,79000.0,96000.0,19000.0,5700.0,40000.0,1.5,0.39,3.2,89.0,,,,,,93.0,,,,,,,,,683577.0,,,,,,,,,,,,,,,,,,,,,2003-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,2004,5.4,4.8,6.0,65.0,54.0,80.0,798433.0,,,70000.0,62000.0,79000.0,18000.0,5600.0,39000.0,1.4,0.39,3.1,89.0,,,,,,94.0,,,,,,,,,884892.0,,,,,,,,,,,,,,,,,,,,,2004-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,2005,5.5,4.9,6.1,76.0,63.0,93.0,899729.0,,,72000.0,64000.0,80000.0,19000.0,5900.0,40000.0,1.5,0.42,3.2,90.0,,,,,,94.0,,,,,,,,,990509.0,,,,,,,,,,,,,,,,,,,,,2005-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,2006,5.1,4.6,5.6,82.0,68.0,100.0,945175.0,,,67000.0,60000.0,74000.0,20000.0,6200.0,43000.0,1.5,0.45,3.3,89.0,,,,,,94.0,,,0.14,,,7.5,,,1015674.0,,,56.0,,,,,,,,,,,,0.0,,,0.1,,,2006-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,2007,4.6,4.1,5.1,87.0,72.0,110.0,979502.0,,,61000.0,55000.0,68000.0,21000.0,6500.0,44000.0,1.6,0.48,3.4,89.0,,,,,,94.0,,,6.4,,,2.3,,,1045939.0,,,34.0,,,,,,,,,,,,0.1,,,0.21,,,2007-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,2008,4.2,3.7,4.6,89.0,74.0,110.0,975821.0,,,55000.0,50000.0,61000.0,21000.0,6500.0,44000.0,1.6,0.48,3.3,90.0,,,46.0,,,94.0,,,7.9,,,3.5,,,1034199.0,,,20.0,,,72.0,60.0,90.0,,,,,,,,,,,,,2008-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,2009,4.1,3.6,4.5,89.0,74.0,110.0,965257.0,,,54000.0,49000.0,60000.0,21000.0,6500.0,44000.0,1.6,0.48,3.3,90.0,,,46.0,,,95.0,,,6.4,,,4.0,,,982303.0,,,43.0,,,,,,,,,458.0,,,,,,,,,2009-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,2010,3.9,3.5,4.3,89.0,74.0,110.0,908399.0,,,52000.0,47000.0,58000.0,20000.0,6100.0,41000.0,1.4,0.45,3.0,90.0,,,42.0,,,96.0,,,16.0,,,3.1,,,923308.0,,,45.0,,,,,,,,,1222.0,,,,,,,,,2010-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,2011,3.4,3.2,3.6,89.0,74.0,110.0,899669.0,,,46000.0,43000.0,49000.0,20000.0,6200.0,41000.0,1.5,0.45,3.0,90.0,,,50.0,,,95.0,,,23.0,,,2.3,,,911884.0,,,36.0,,,,,,,,,1155.0,,,2.6,,,,,,2011-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,2012,3.0,2.8,3.3,88.0,73.0,110.0,890645.0,,,42000.0,38000.0,45000.0,20000.0,6200.0,41000.0,1.4,0.45,3.0,90.0,,,42.0,,,,,,34.0,,,1.9,,,900678.0,,,59.0,,,,,,,,,1906.0,,,4.3,,,13.0,,,2012-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,2013,3.0,2.8,3.4,88.0,73.0,110.0,847176.0,,,42000.0,38000.0,46000.0,18000.0,5800.0,38000.0,1.3,0.42,2.8,90.0,,,55.0,,,,,,39.0,,,1.4,,,855241.0,,,67.0,,,,,,,,,2184.0,,,11.0,,,32.0,,,2013-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,2014,2.8,2.5,3.1,88.0,73.0,110.0,819283.0,,,39000.0,35000.0,43000.0,17000.0,5400.0,35000.0,1.2,0.39,2.5,88.0,,,41.0,,,,,,42.0,,,1.5,,,826155.0,,,69.0,,,,,,,,,2846.0,,,19.0,,,54.0,,,2014-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,2015,2.8,2.5,3.1,88.0,73.0,110.0,798439.0,,,39000.0,35000.0,43000.0,16000.0,5000.0,33000.0,1.1,0.36,2.3,83.0,,,41.0,,,,,,47.0,,,2.7,,,,,,37.0,,,,,,57000.0,45000.0,70000.0,5691.0,,,29.0,,,64.0,,,2015-12-31,China,WHO GHO tuberculosis auxiliary indicators
CHN,2016,2.8,2.5,3.1,88.0,73.0,110.0,778493.0,,,39000.0,35000.0,43000.0,15000.0,4800.0,31000.0,1.1,0.34,2.2,81.0,,,52.0,,,,,,43.0,,,1.4,,,,,,88.0,,,,,,53000.0,42000.0,65000.0,5405.0,,,46.0,,,76.0,,,2016-12-31,China,WHO GHO tuberculosis auxiliary indicators
