Week Ending Date,Geographic aggregation,Total Patients Hospitalized with COVID-19,Total Patients Hospitalized with Influenza,Total Patients Hospitalized with RSV,Total COVID-19 Admissions,Total Influenza Admissions,Total RSV Admissions,Percent Inpatient Beds Occupied,Percent Inpatient Beds Occupied by COVID-19 Patients,Percent Inpatient Beds Occupied by Influenza Patients,Percent Inpatient Beds Occupied by RSV Patients,Number Hospitals Reporting COVID-19 Admissions,Number Hospitals Reporting Influenza Admissions,Number Hospitals Reporting RSV Admissions,date,value,hospitalized_patients,is_negative_case_correction,location_code,location,disease,frequency,period_days,metric,metric_label,new_cases_clean,published_smoothed,total_cases,total_deaths,new_deaths,is_negative_death_correction,source_population,source_density_per_km2,source_gdp_per_capita,source,quality_flag,year
2020-08-08,USA,61626.0,2.0,,39049.0,0.0,,68.0,8.0,0.0,,4467.0,46.0,0.0,2020-08-08,39049.0,61626.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,39049.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-08-15,USA,55005.0,0.0,,36643.0,0.0,,68.0,7.000000000000001,0.0,,5036.0,5.0,0.0,2020-08-15,36643.0,55005.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,36643.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-08-22,USA,49704.0,0.0,,36887.0,0.0,,68.0,6.0,0.0,,5149.0,5.0,0.0,2020-08-22,36887.0,49704.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,36887.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-08-29,USA,42551.0,0.0,,35482.0,0.0,,68.0,5.0,0.0,,5191.0,6.0,0.0,2020-08-29,35482.0,42551.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,35482.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-09-05,USA,38284.0,0.0,,32868.0,0.0,,67.0,5.0,0.0,,5256.0,9.0,0.0,2020-09-05,32868.0,38284.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,32868.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-09-12,USA,32133.0,0.0,,29818.0,0.0,,67.0,4.0,0.0,,5277.0,7.0,0.0,2020-09-12,29818.0,32133.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,29818.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-09-19,USA,29351.0,0.0,,27760.0,0.0,,68.0,4.0,0.0,,5271.0,7.0,0.0,2020-09-19,27760.0,29351.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,27760.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-09-26,USA,28925.0,0.0,,27983.0,0.0,,68.0,4.0,0.0,,5294.0,123.0,0.0,2020-09-26,27983.0,28925.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,27983.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-10-03,USA,30929.0,0.0,,31764.0,0.0,,69.0,4.0,0.0,,5309.0,52.0,0.0,2020-10-03,31764.0,30929.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,31764.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-10-10,USA,34011.0,0.0,,37341.0,0.0,,69.0,4.0,0.0,,5332.0,55.0,0.0,2020-10-10,37341.0,34011.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,37341.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-10-17,USA,37703.0,21.0,,40762.0,4.0,,69.0,5.0,0.0,,5344.0,638.0,0.0,2020-10-17,40762.0,37703.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,40762.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-10-24,USA,42315.0,224.0,,45768.0,241.0,,68.0,5.0,0.0,,5349.0,3923.0,0.0,2020-10-24,45768.0,42315.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,45768.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-10-31,USA,48006.0,348.0,,50688.0,472.0,,68.0,6.0,0.0,,5362.0,4429.0,0.0,2020-10-31,50688.0,48006.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,50688.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-11-07,USA,55049.0,437.0,,59185.0,521.0,,70.0,7.000000000000001,0.0,,5352.0,4904.0,0.0,2020-11-07,59185.0,55049.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,59185.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-11-14,USA,68047.0,507.0,,74355.0,653.0,,72.0,9.0,0.0,,5358.0,4927.0,0.0,2020-11-14,74355.0,68047.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,74355.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-11-21,USA,82662.0,559.0,,86622.0,608.0,,72.0,10.0,0.0,,5364.0,4978.0,0.0,2020-11-21,86622.0,82662.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,86622.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-11-28,USA,93230.0,586.0,,91109.0,684.0,,70.0,12.0,0.0,,5366.0,5019.0,0.0,2020-11-28,91109.0,93230.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,91109.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-12-05,USA,104422.0,680.0,,101861.0,660.0,,72.0,13.0,0.0,,5373.0,5037.0,0.0,2020-12-05,101861.0,104422.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,101861.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-12-12,USA,111436.0,683.0,,108120.0,643.0,,73.0,14.000000000000002,0.0,,5376.0,5059.0,0.0,2020-12-12,108120.0,111436.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,108120.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-12-19,USA,119425.0,729.0,,112543.0,768.0,,73.0,15.0,0.0,,5377.0,5259.0,0.0,2020-12-19,112543.0,119425.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,112543.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2020-12-26,USA,124889.0,800.0,,113139.0,755.0,,70.0,16.0,0.0,,5378.0,5260.0,0.0,2020-12-26,113139.0,124889.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,113139.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2020
2021-01-02,USA,132491.0,794.0,,120586.0,743.0,,71.0,17.0,0.0,,5382.0,5265.0,0.0,2021-01-02,120586.0,132491.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,120586.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-01-09,USA,139123.0,726.0,,127809.0,606.0,,74.0,18.0,0.0,,5382.0,5265.0,0.0,2021-01-09,127809.0,139123.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,127809.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-01-16,USA,138109.0,644.0,,119458.0,655.0,,74.0,17.0,0.0,,5384.0,5266.0,0.0,2021-01-16,119458.0,138109.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,119458.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-01-23,USA,127054.0,528.0,,105955.0,716.0,,80.86,16.0,0.0,,5383.0,5266.0,0.0,2021-01-23,105955.0,127054.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,105955.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-01-30,USA,111113.0,493.0,,90418.0,555.0,,74.0,14.000000000000002,0.0,,5384.0,5267.0,0.0,2021-01-30,90418.0,111113.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,90418.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-02-06,USA,94543.0,461.0,,77994.0,505.0,,73.0,12.0,0.0,,5386.0,5269.0,0.0,2021-02-06,77994.0,94543.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,77994.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-02-13,USA,78955.0,463.0,,63696.0,463.0,,72.0,10.0,0.0,,5386.0,5269.0,0.0,2021-02-13,63696.0,78955.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,63696.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-02-20,USA,64937.0,444.0,,51382.0,481.0,,71.0,8.0,0.0,,5388.0,5271.0,0.0,2021-02-20,51382.0,64937.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,51382.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-02-27,USA,54289.0,425.0,,46654.0,428.0,,73.0,7.000000000000001,0.0,,5387.0,5270.0,0.0,2021-02-27,46654.0,54289.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,46654.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-03-06,USA,45003.0,385.0,,39256.0,438.0,,71.0,6.0,0.0,,5386.0,5269.0,0.0,2021-03-06,39256.0,45003.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,39256.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-03-13,USA,39772.0,369.0,,37696.0,454.0,,71.0,5.0,0.0,,5387.0,5270.0,0.0,2021-03-13,37696.0,39772.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,37696.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-03-20,USA,37147.0,340.0,,36491.0,377.0,,70.0,5.0,0.0,,5386.0,5269.0,0.0,2021-03-20,36491.0,37147.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,36491.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-03-27,USA,36745.0,339.0,,37993.0,368.0,,71.0,5.0,0.0,,5386.0,5269.0,0.0,2021-03-27,37993.0,36745.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,37993.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-04-03,USA,37768.0,326.0,,39620.0,384.0,,70.0,5.0,0.0,,5385.0,5268.0,0.0,2021-04-03,39620.0,37768.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,39620.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-04-10,USA,39832.0,297.0,,42289.0,348.0,,71.0,5.0,0.0,,5386.0,5269.0,0.0,2021-04-10,42289.0,39832.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,42289.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-04-17,USA,41819.0,292.0,,44059.0,370.0,,72.0,5.0,0.0,,5384.0,5267.0,0.0,2021-04-17,44059.0,41819.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,44059.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-04-24,USA,41914.0,312.0,,41785.0,475.0,,72.0,5.0,0.0,,5383.0,5266.0,0.0,2021-04-24,41785.0,41914.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,41785.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-05-01,USA,38849.0,333.0,,37598.0,451.0,,72.0,5.0,0.0,,5388.0,5271.0,0.0,2021-05-01,37598.0,38849.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,37598.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-05-08,USA,35044.0,308.0,,33314.0,342.0,,70.0,4.0,0.0,,5387.0,5270.0,0.0,2021-05-08,33314.0,35044.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,33314.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-05-15,USA,30541.0,274.0,,28367.0,274.0,,71.0,4.0,0.0,,5380.0,5262.0,0.0,2021-05-15,28367.0,30541.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,28367.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-05-22,USA,26297.0,260.0,,25161.0,294.0,,72.0,3.0,0.0,,5384.0,5266.0,0.0,2021-05-22,25161.0,26297.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,25161.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-05-29,USA,22912.0,243.0,,22611.0,247.0,,72.0,3.0,0.0,,5384.0,5266.0,0.0,2021-05-29,22611.0,22912.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,22611.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-06-05,USA,19302.0,234.0,,18467.0,253.0,,70.0,2.0,0.0,,5383.0,5264.0,0.0,2021-06-05,18467.0,19302.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,18467.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-06-12,USA,16390.0,242.0,,16438.0,231.0,,72.0,2.0,0.0,,5385.0,5145.0,0.0,2021-06-12,16438.0,16390.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,16438.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-06-19,USA,14302.0,217.0,,14744.0,214.0,,72.0,2.0,0.0,,5367.0,4879.0,0.0,2021-06-19,14744.0,14302.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,14744.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-06-26,USA,12878.0,212.0,,13889.0,203.0,,72.0,2.0,0.0,,5387.0,4822.0,0.0,2021-06-26,13889.0,12878.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,13889.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-07-03,USA,13392.0,217.0,,15196.0,222.0,,72.0,2.0,0.0,,5388.0,4813.0,0.0,2021-07-03,15196.0,13392.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,15196.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-07-10,USA,15227.0,231.0,,18554.0,243.0,,71.0,2.0,0.0,,5387.0,4807.0,0.0,2021-07-10,18554.0,15227.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,18554.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-07-17,USA,20178.0,235.0,,25131.0,292.0,,73.0,3.0,0.0,,5385.0,4790.0,0.0,2021-07-17,25131.0,20178.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,25131.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-07-24,USA,28958.0,263.0,,36160.0,264.0,,73.0,4.0,0.0,,5387.0,4779.0,0.0,2021-07-24,36160.0,28958.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,36160.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-07-31,USA,43153.0,284.0,,52828.0,280.0,,74.0,6.0,0.0,,5389.0,4775.0,0.0,2021-07-31,52828.0,43153.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,52828.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-08-07,USA,61094.0,376.0,,70902.0,350.0,,75.0,8.0,0.0,,5390.0,4426.0,0.0,2021-08-07,70902.0,61094.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,70902.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-08-14,USA,80034.0,321.0,,85858.0,290.0,,76.0,11.0,0.0,,5388.0,4406.0,0.0,2021-08-14,85858.0,80034.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,85858.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-08-21,USA,94051.0,293.0,,92946.0,280.0,,76.0,13.0,0.0,,5392.0,4415.0,0.0,2021-08-21,92946.0,94051.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,92946.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-08-28,USA,102483.0,288.0,,94596.0,262.0,,77.0,14.000000000000002,0.0,,5391.0,4397.0,0.0,2021-08-28,94596.0,102483.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,94596.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-09-04,USA,104614.0,331.0,,93241.0,282.0,,77.0,14.000000000000002,0.0,,5392.0,4396.0,0.0,2021-09-04,93241.0,104614.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,93241.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-09-11,USA,102729.0,309.0,,88162.0,247.0,,77.0,14.000000000000002,0.0,,5391.0,4377.0,0.0,2021-09-11,88162.0,102729.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,88162.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-09-18,USA,95896.0,285.0,,79169.0,261.0,,78.0,13.0,0.0,,5394.0,4362.0,0.0,2021-09-18,79169.0,95896.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,79169.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-09-25,USA,85889.0,272.0,,67740.0,234.0,,77.0,12.0,0.0,,5393.0,4368.0,0.0,2021-09-25,67740.0,85889.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,67740.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-10-02,USA,74702.0,253.0,,58076.0,253.0,,76.0,10.0,0.0,,5395.0,4391.0,0.0,2021-10-02,58076.0,74702.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,58076.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-10-09,USA,64815.0,276.0,,51744.0,341.0,,76.0,9.0,0.0,,5396.0,4379.0,0.0,2021-10-09,51744.0,64815.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,51744.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-10-16,USA,56295.0,260.0,,45978.0,266.0,,76.0,8.0,0.0,,5394.0,4307.0,0.0,2021-10-16,45978.0,56295.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,45978.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-10-23,USA,50380.0,269.0,,41502.0,281.0,,76.0,7.000000000000001,0.0,,5394.0,4317.0,0.0,2021-10-23,41502.0,50380.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,41502.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-10-30,USA,45532.0,258.0,,38325.0,265.0,,76.0,6.0,0.0,,5394.0,4321.0,0.0,2021-10-30,38325.0,45532.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,38325.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-11-06,USA,42071.0,264.0,,36376.0,323.0,,76.0,6.0,0.0,,5392.0,4322.0,0.0,2021-11-06,36376.0,42071.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,36376.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-11-13,USA,41696.0,319.0,,39218.0,338.0,,76.0,6.0,0.0,,5394.0,4372.0,0.0,2021-11-13,39218.0,41696.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,39218.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-11-20,USA,44269.0,360.0,,42112.0,366.0,,77.0,6.0,0.0,,5397.0,4369.0,0.0,2021-11-20,42112.0,44269.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,42112.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-11-27,USA,47337.0,422.0,,44641.0,475.0,,73.0,7.000000000000001,0.0,,5396.0,4382.0,0.0,2021-11-27,44641.0,47337.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,44641.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-12-04,USA,52999.0,590.0,,51338.0,867.0,,77.0,7.000000000000001,0.0,,5397.0,4380.0,0.0,2021-12-04,51338.0,52999.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,51338.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-12-11,USA,59326.0,810.0,,56785.0,1120.0,,78.0,8.0,0.0,,5398.0,4378.0,0.0,2021-12-11,56785.0,59326.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,56785.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-12-18,USA,63013.0,951.0,,56180.0,1303.0,,78.0,9.0,0.0,,5401.0,4401.0,0.0,2021-12-18,56180.0,63013.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,56180.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2021-12-25,USA,64961.0,1138.0,,62906.0,1791.0,,75.0,9.0,0.0,,5398.0,4401.0,0.0,2021-12-25,62906.0,64961.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,62906.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2021
2022-01-01,USA,84927.0,1625.0,,101071.0,2997.0,,75.0,12.0,0.0,,5398.0,4392.0,0.0,2022-01-01,101071.0,84927.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,101071.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2022
2022-01-08,USA,121128.0,1628.0,,141463.0,2300.0,,78.0,17.0,0.0,,5396.0,4385.0,0.0,2022-01-08,141463.0,121128.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,141463.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2022
2022-01-15,USA,148180.0,1309.0,,156312.0,1649.0,,79.0,21.0,0.0,,5397.0,4413.0,0.0,2022-01-15,156312.0,148180.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,156312.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2022
2022-01-22,USA,152334.0,1078.0,,146737.0,1211.0,,79.0,21.0,0.0,,5398.0,4572.0,0.0,2022-01-22,146737.0,152334.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,146737.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2022
2022-01-29,USA,139924.0,826.0,,129559.0,968.0,,79.0,20.0,0.0,,5399.0,4553.0,0.0,2022-01-29,129559.0,139924.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,129559.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2022
2022-02-05,USA,116490.0,850.0,,100501.0,1095.0,,78.0,16.0,0.0,,5400.0,5277.0,0.0,2022-02-05,100501.0,116490.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,100501.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2022
2022-02-12,USA,89750.0,866.0,,74570.0,1164.0,,78.0,13.0,0.0,,5402.0,5285.0,0.0,2022-02-12,74570.0,89750.0,False,USA,United States,COVID-19 Hospital Admissions,weekly,7,hospital_admissions,每周新增住院入院人数,74570.0,,,,,False,,,,Kaggle Weekly Hospital Respiratory Data and Metrics,ok,2022
